id,name,forename,surname,provided_gnd
person__3344,Raffaele Adorno,Raffaele,Adorno,
person__3345,Giagiacomo Paleologo,Giagiacomo Paleologo,,
person__3346,Guterius Alvarez,Guterius Alvarez,,
person__3347,Gaston IV. von Foix und Bigorre,Gaston IV. von Foix und Bigorre,,
person__3348,Sigismund von Österreich-Tirol,Sigismund von Österreich-Tirol,,
person__3349,Ludwig von Savoyen,Ludwig von Savoyen,,
person__3350,Albrecht VI. von Österreich,Albrecht VI. von Österreich,,
person__3351,Friedrich I.,Friedrich I.,,
person__3352,Kaspar Schlick,Kaspar,Schlick,
person__3353,"Christian I. von Dänemark, Norwegen, Schweden","Christian I. von Dänemark, Norwegen, Schweden",,
person__3354,Jacopo Camphora von Genua,Jacopo Camphora von Genua,,
person__3355,Stephanus Nicolai de Petra Rubea,Stephanus Nicolai de Petra Rubea,,
person__3356,Pius II.,Pius II.,,
person__3357,David von Augsburg,David von Augsburg,,
person__3358,Bonifaz Hueber,Bonifaz,Hueber,
person__3359,Nikolaus Schoder,Nikolaus,Schoder,
person__3360,Gabriel Biel,Gabriel,Biel ,
person__3362,Christian von Melk,Christian von Melk,,
person__3363,Stephan von Spanberg,Stephan von Spanberg,,
person__3364,Urban von Melk,Urban von Melk,,
person__3365,Johannes Hausheimer,Johannes,Hausheimer,
person__3366,Konrad Ayrinschmalz,Konrad,Ayrinschmalz,
person__3367,Sebald Hellmannsberger (Helmansperger),Sebald,Hellmannsberger (Helmansperger),
